date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency,name
2019-09-27T00:00:00,30300,30025,30050,30375,30000,30350,50,9602000,2.90946E+11,4867,17342.9,30350,1257600,30325,900,24408459900,24408459900,24408459900,4188800,8963100,,1652426,50029258625,20,BCA
2019-09-30T00:00:00,30350,30350,30325,30350,30025,30350,0,14678200,4.44398E+11,5903,17342.9,30350,511500,30325,100,24408459900,24408459900,24408459900,7545600,9345500,,1731872,51790544050,42,BCA
2019-10-01T00:00:00,30350,30050,30075,30325,30050,30200,-150,8011400,2.42091E+11,4121,17257.1,30225,32000,30200,1883600,24408459900,24408459900,24408459900,6223900,4621400,,1101253,33220583150,36,BCA
2019-10-02T00:00:00,30200,30050,30175,30350,30050,30250,50,10475300,3.16767E+11,5257,17285.7,30250,1364800,30225,83200,24408459900,24408459900,24408459900,5079700,8647400,,573734,16990112725,13,BCA
2019-10-03T00:00:00,30250,30050,30050,30225,29750,30200,-50,10053800,3.02745E+11,5882,17257.1,30200,180300,30150,3000,24408459900,24408459900,24408459900,6157600,8349000,,477599,14403272975,20,BCA
2019-10-04T00:00:00,30200,29900,29950,30325,29900,30225,25,11378100,3.43782E+11,4648,17271.4,30225,232600,30200,3500,24408459900,24408459900,24408459900,4808500,9871800,,1795766,53933646875,19,BCA
2019-10-07T00:00:00,30225,30350,30350,30400,30250,30350,125,11341100,3.44291E+11,3935,17342.9,30375,212600,30350,1761100,24408459900,24408459900,24408459900,4903900,10578900,,733615,22256603015,38,BCA
2019-10-08T00:00:00,30350,30400,30400,30500,30075,30500,150,9399500,2.85595E+11,5479,17428.6,30500,1510800,30350,600,24408459900,24408459900,24408459900,5717300,8025200,,38131,1155626575,28,BCA
2019-10-09T00:00:00,30500,30500,30475,30500,30250,30350,-150,8299300,2.51935E+11,4859,17342.9,30375,142500,30350,128000,24408459900,24408459900,24408459900,5797900,7801300,,1305160,39623122725,23,BCA
2019-10-10T00:00:00,30350,30100,30275,30550,30100,30550,200,13161300,4.00824E+11,4712,17457.1,30550,1182800,30500,200,24408459900,24408459900,24408459900,5343300,11406800,,907409,27608569950,55,BCA
2019-10-11T00:00:00,30550,30400,30475,30775,30400,30625,75,8172700,2.50301E+11,3863,17500,30650,35800,30625,928400,24408459900,24408459900,24408459900,3095600,7293400,,1849321,56421197940,19,BCA
2019-10-14T00:00:00,30625,30650,30675,31000,30650,31000,375,7502900,2.31502E+11,4403,17714.3,31000,480000,30925,10100,24408459900,24408459900,24408459900,3056900,6133100,,4511686,1.38036E+11,19,BCA
