date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency,name
2020-07-03T00:00:00,29350,0,0,29525,29200,29350,0,10443800,3.06841E+11,6922,16771.4,29375,75000,29350,5500,24408459900,24408459900,24408459900,4393700,7648200,,6052882,1.77864E+11,75,BCA
2020-07-06T00:00:00,29350,0,0,29675,29250,29675,325,13560000,4.00895E+11,7992,16957.1,29675,109600,29650,5400,24408459900,24408459900,24408459900,5960500,11126900,,1822215,53855353920,90,BCA
2020-07-07T00:00:00,29675,0,0,29975,29500,29950,275,14833600,4.43922E+11,9814,17114.3,29975,629000,29950,1987700,24408459900,24408459900,24408459900,8822600,12695000,,3812954,1.13039E+11,71,BCA
2020-07-08T00:00:00,29950,0,0,31325,29900,31000,1050,21288900,6.53748E+11,17963,17714.3,31025,33600,31000,63700,24408459900,24408459900,24408459900,9278600,14552800,,2527714,77096606225,103,BCA
2020-07-09T00:00:00,31000,0,0,31200,30150,30500,-500,18708700,5.77591E+11,12441,17428.6,30525,12900,30500,35200,24408459900,24408459900,24408459900,12259200,14510700,,14777280,4.55666E+11,87,BCA
2020-07-10T00:00:00,30500,0,0,31200,30400,31000,500,13444800,4.16859E+11,9379,17714.3,31025,700,31000,508900,24408459900,24408459900,24408459900,6371900,11101300,,2072467,64063337775,68,BCA
2020-07-13T00:00:00,31000,0,0,31200,30700,30875,-125,17201200,5.31428E+11,15789,17642.9,30900,8200,30875,142000,24408459900,24408459900,24408459900,12762400,13261400,,2244806,69447367575,61,BCA
2020-07-14T00:00:00,30875,0,0,31000,30550,31000,125,9123300,2.82283E+11,6244,17714.3,31000,848800,30975,300,24408459900,24408459900,24408459900,6553000,7142000,,2637916,81515858406,89,BCA
2020-07-15T00:00:00,31000,0,0,31200,30750,30750,-250,12293600,3.79702E+11,8219,17571.4,30775,600,30750,50700,24408459900,24408459900,24408459900,10447000,9800100,,7032879,2.17325E+11,74,BCA
2020-07-16T00:00:00,30750,0,0,31000,30700,30900,150,13304100,4.11292E+11,5053,17657.1,30900,139200,30875,5900,24408459900,24408459900,24408459900,9936800,12243300,,3267492,1.00894E+11,65,BCA
2020-07-17T00:00:00,30900,0,0,30900,30200,30600,-300,14669600,4.49272E+11,8667,17485.7,30600,384300,30575,20300,24408459900,24408459900,24408459900,11410400,9975100,,781414,24168702025,55,BCA
2020-07-20T00:00:00,30600,0,0,30800,30300,30700,100,11958900,3.65168E+11,7073,17542.9,30700,844800,30500,1600,24408459900,24408459900,24408459900,5775100,8962300,,3708010,1.13438E+11,56,BCA
2020-07-21T00:00:00,30700,0,0,31175,30500,31000,300,16831900,5.21448E+11,9059,17714.3,31000,768100,30975,207400,24408459900,24408459900,24408459900,12227800,13821500,,8190119,2.52677E+11,57,BCA
2020-07-22T00:00:00,31000,0,0,31250,30650,30900,-100,8945100,2.76256E+11,6214,17657.1,30900,46600,30875,100,24408459900,24408459900,24408459900,5336500,6185400,,2502711,77428847900,52,BCA
2020-07-23T00:00:00,30900,0,0,31075,30700,31000,100,16805300,5.2054E+11,8208,17714.3,31000,8600,30975,2600,24408459900,24408459900,24408459900,11753300,15083500,,10496385,3.24733E+11,91,BCA
2020-07-24T00:00:00,31000,0,0,31000,30500,30500,-500,11673300,3.57076E+11,10000,17428.6,30500,208400,30475,36000,24408459900,24408459900,24408459900,9210100,5033200,,5790314,1.7807E+11,25,BCA
2020-07-27T00:00:00,30500,0,0,30700,30000,30500,0,8394500,2.55404E+11,6097,17428.6,30500,274900,30475,1600,24408459900,24408459900,24408459900,6296300,5260600,,201447,6244166725,24,BCA
2020-07-28T00:00:00,30500,0,0,31000,30300,30925,425,13055800,4.0303E+11,5597,17671.4,30925,267200,30900,2800,24408459900,24408459900,24408459900,10313300,11351100,,2089355,64200755775,56,BCA
2020-07-29T00:00:00,30925,0,0,30925,30500,30675,-250,10052500,3.07574E+11,9573,17528.6,30675,131200,30600,800,24408459900,24408459900,24408459900,7584900,6904800,,2268213,69888891143,41,BCA
2020-07-30T00:00:00,30675,0,0,31200,30275,31200,525,16106700,4.9713E+11,12269,17828.6,31200,113800,31125,200,24408459900,24408459900,24408459900,7455600,12592600,,29842462,9.06539E+11,45,BCA
2020-08-03T00:00:00,31200,0,0,31175,29125,30650,-550,27415800,8.35396E+11,23010,17514.3,30675,10700,30650,913000,24408459900,24408459900,24408459900,18592100,15866800,,4438213,1.35176E+11,33,BCA
2020-08-04T00:00:00,30650,0,0,31100,30650,31050,400,15871400,4.91417E+11,9572,17742.9,31050,125500,31025,700,24408459900,24408459900,24408459900,9853600,13748600,,1848970,57119519000,40,BCA
2020-08-05T00:00:00,31050,0,0,31100,30500,31025,-25,9878600,3.05178E+11,8266,17728.6,31050,336700,31025,23700,24408459900,24408459900,24408459900,6500800,5032600,,4448350,1.37602E+11,41,BCA
2020-08-06T00:00:00,31025,0,0,31475,30925,31300,275,11051700,3.46244E+11,9993,17885.7,31325,66000,31300,305500,24408459900,24408459900,24408459900,6039000,8460800,,308964,9667876965,51,BCA
2020-08-07T00:00:00,31300,0,0,31425,30800,30900,-400,8724200,2.6999E+11,7830,17657.1,30925,300,30900,30000,24408459900,24408459900,24408459900,6604600,3897300,,2090706,65497524125,57,BCA
2020-08-10T00:00:00,30900,0,0,31000,30525,30600,-300,7554900,2.31738E+11,7990,17485.7,30650,5600,30600,231300,24408459900,24408459900,24408459900,4256900,3130700,,2830788,87367471825,21,BCA
2020-08-11T00:00:00,30600,0,0,31000,30650,30875,275,7759100,2.39757E+11,5905,17642.9,30875,85300,30850,108200,24408459900,24408459900,24408459900,4527900,6393100,,2879745,88469931500,69,BCA
2020-08-12T00:00:00,30875,0,0,31300,30800,31300,425,7122400,2.22042E+11,7663,17885.7,31300,40000,31275,3000,24408459900,24408459900,24408459900,1505000,4919200,,266660,8263903399,43,BCA
2020-08-13T00:00:00,31300,0,0,31500,30900,31500,200,9716200,3.05192E+11,7170,18000,31500,850400,31475,100,24408459900,24408459900,24408459900,4647200,8047700,,408738,12781785300,56,BCA
2020-08-14T00:00:00,31500,0,0,32025,31200,32025,525,11463200,3.6432E+11,9288,18300,32025,187500,31925,119500,24408459900,24408459900,24408459900,5620800,8901600,,726811,22879032925,54,BCA
2020-08-18T00:00:00,32025,0,0,32125,31500,31800,-225,16312700,5.19188E+11,13677,18171.4,31825,1200,31800,199700,24408459900,24408459900,24408459900,12274900,8851600,,3034045,95466333725,39,BCA
2020-08-19T00:00:00,31800,0,0,32050,31550,31650,-150,11758700,3.73339E+11,10450,18085.7,31675,9100,31650,207400,24408459900,24408459900,24408459900,8727700,8078200,,213489,6793030555,36,BCA
2020-08-24T00:00:00,31650,0,0,31900,31400,31575,-75,13376500,4.22645E+11,9484,18042.9,31600,18300,31575,736500,24408459900,24408459900,24408459900,11950700,10171500,,5591736,1.76928E+11,34,BCA
2020-08-25T00:00:00,31575,0,0,31900,31525,31825,250,9842200,3.12772E+11,6204,18185.7,31850,26000,31825,154100,24408459900,24408459900,24408459900,8021900,7477800,,217147,6872786575,34,BCA
2020-08-26T00:00:00,31825,0,0,31950,31525,31700,-125,8596600,2.72529E+11,5904,18114.3,31775,11300,31700,163700,24408459900,24408459900,24408459900,7172700,6147500,,311426,9865003380,32,BCA
2020-08-27T00:00:00,31700,0,0,33000,31700,33000,1300,13665200,4.42569E+11,12205,18857.1,33000,3806700,32875,100,24408459900,24408459900,24408459900,5678800,10817800,,3025289,97345288125,47,BCA
2020-08-28T00:00:00,33000,0,0,33000,32125,32475,-525,10458500,3.39572E+11,11019,18557.1,32475,870600,32450,400,24408459900,24408459900,24408459900,8212300,5263300,,2443740,79605015250,24,BCA
2020-08-31T00:00:00,32475,0,0,32700,31375,31375,-1100,19406400,6.15437E+11,15045,17928.6,31475,500,31375,439400,24408459900,24408459900,24408459900,15779000,11205500,,3819274,1.20499E+11,22,BCA
2020-09-01T00:00:00,31375,0,0,32600,31200,32600,1225,13489200,4.30408E+11,15429,18628.6,32600,936800,32250,1300,24408459900,24408459900,24408459900,9219600,8493700,,2223833,69838668205,27,BCA
2020-09-02T00:00:00,32600,0,0,32800,31825,32175,-425,13213000,4.24155E+11,13640,18385.7,32200,20900,32175,15000,24408459900,24408459900,24408459900,11623400,6735400,,64130,2055639850,10,BCA
2020-09-03T00:00:00,32175,0,0,32500,31500,32500,325,13641700,4.38807E+11,13547,18571.4,32500,1707000,32175,2000,24408459900,24408459900,24408459900,8056000,10474200,,7560237,2.43338E+11,26,BCA
2020-09-04T00:00:00,32500,0,0,32250,31325,31900,-600,16122700,5.13299E+11,10912,18228.6,31900,991400,31875,3300,24408459900,24408459900,24408459900,13727600,9109600,,1775561,57164737050,11,BCA
2020-09-07T00:00:00,31900,31675,31675,31800,31000,31425,-475,12849900,4.03193E+11,12467,17957.1,31450,10000,31425,174300,24408459900,24408459900,24408459900,9629300,1567700,,1287471,41351703538,22,BCA
2020-09-08T00:00:00,31425,31425,31425,31800,31425,31675,250,7929800,2.51015E+11,8213,18100,31700,13500,31675,68500,24408459900,24408459900,24408459900,5516300,3688500,,35277,1108081876,29,BCA
2020-09-09T00:00:00,31675,31500,31500,31600,31050,31225,-450,9857000,3.08458E+11,11066,17842.9,31250,1700,31225,486300,24408459900,24408459900,24408459900,6197300,4386800,,49096,1549210475,23,BCA
2020-09-10T00:00:00,31225,31100,31075,31100,29050,29050,-2175,35147000,1.03981E+12,37933,16600,29050,2207300,0,0,24408459900,24408459900,24408459900,22684000,9203200,,5426496,1.62157E+11,10,BCA
2020-09-11T00:00:00,29050,29000,29025,29875,28100,29525,475,80606500,2.31642E+12,50751,16871.4,29550,18500,29525,7200,24408459900,24408459900,24408459900,57472300,17827200,,2029781,57729666350,17,BCA
2020-09-14T00:00:00,29525,30000,30025,30575,29925,30250,725,27623000,8.36188E+11,22790,17285.7,30250,580600,30200,2000,24408459900,24408459900,24408459900,17097600,10690500,,12001849,3.56834E+11,28,BCA
2020-09-15T00:00:00,30250,30200,30200,30500,29300,29300,-950,34017400,1.0067E+12,35382,16742.9,29300,924700,29275,105400,24408459900,24408459900,24408459900,27124400,7985900,,3215512,94904038725,21,BCA
2020-09-16T00:00:00,29300,29300,29325,29350,28725,28750,-550,31713100,9.18227E+11,32607,16428.6,28750,996400,28725,198800,24408459900,24408459900,24408459900,27429800,9909200,,585245,16911496300,15,BCA
2020-09-17T00:00:00,28750,28750,28775,29275,28325,28775,25,27759200,7.957E+11,27391,16442.9,28775,164800,28625,500,24408459900,24408459900,24408459900,18944300,8326200,,285097,8297945725,11,BCA
2020-09-18T00:00:00,28775,28500,28625,28675,27850,28150,-625,63382400,1.78962E+12,43638,16085.7,28150,921900,28125,62100,24408459900,24408459900,24408459900,53301800,22570700,,1881789,53422626775,9,BCA
2020-09-21T00:00:00,28150,28200,28250,28675,27975,28025,-125,22488600,6.34497E+11,24914,16014.3,28050,14400,28025,36600,24408459900,24408459900,24408459900,12831400,9585800,,17588609,4.93433E+11,18,BCA
2020-09-22T00:00:00,28025,27600,27600,27825,27150,27250,-775,32688500,8.98386E+11,32337,15571.4,27250,43400,27225,51100,24408459900,24408459900,24408459900,23182200,8217000,,1264095,35122105225,13,BCA
2020-09-23T00:00:00,27250,27250,27275,27925,27125,27525,275,20103400,5.52934E+11,20486,15728.6,27550,23100,27525,82800,24408459900,24408459900,24408459900,8927000,7106700,,6538165,1.79106E+11,20,BCA
2020-09-24T00:00:00,27525,27150,27225,27675,26950,27225,-300,17723700,4.83084E+11,17621,15557.1,27250,400,27225,146900,24408459900,24408459900,24408459900,11383100,9074100,,534251,14574155350,13,BCA
2020-09-25T00:00:00,27225,27400,27425,28125,27300,28050,825,20141000,5.61182E+11,20207,16028.6,28075,103800,28050,722200,24408459900,24408459900,24408459900,10704100,8093400,,6734974,1.85039E+11,17,BCA
2020-09-28T00:00:00,28050,28250,28250,28475,27500,27575,-475,18704400,5.20196E+11,17062,15757.1,27600,2500,27575,96300,24408459900,24408459900,24408459900,12073300,6202400,,428950,11964757125,14,BCA
2020-09-29T00:00:00,27575,27875,27875,28175,27300,27525,-50,23555700,6.53582E+11,21820,15728.6,27600,2700,27525,737200,24408459900,24408459900,24408459900,13741300,14565600,,3623669,1.01186E+11,21,BCA
2020-09-30T00:00:00,27525,27825,27775,27825,27100,27100,-425,21475400,5.85901E+11,17400,15485.7,27125,100,27100,657000,24408459900,24408459900,24408459900,14103000,12034600,,767403,20931111500,14,BCA
2020-10-01T00:00:00,27100,27425,27425,27850,27400,27850,750,11378600,3.14631E+11,9566,15914.3,27875,29800,27850,9600,24408459900,24408459900,24408459900,5617700,6284200,,1553323,42974121128,15,BCA
2020-10-02T00:00:00,27850,27800,27775,27825,27200,27525,-325,13369600,3.67578E+11,13074,15728.6,27525,247600,27500,50600,24408459900,24408459900,24408459900,6939900,6241600,,3045760,83973771125,8,BCA
2020-10-05T00:00:00,27525,27575,27600,27800,27300,27600,75,11658200,3.21893E+11,9382,15771.4,27600,333700,27575,57800,24408459900,24408459900,24408459900,8638400,5666400,,3540082,97471021750,16,BCA
2020-10-06T00:00:00,27600,28150,28175,28575,28000,28500,900,28391100,8.05838E+11,17469,16285.7,28500,1352900,28475,3500,24408459900,24408459900,24408459900,14398000,20012500,,1194135,33806552925,23,BCA
2020-10-07T00:00:00,28500,28000,27975,28775,27900,28775,275,17987500,5.10967E+11,15941,16442.9,28775,427100,28700,2700,24408459900,24408459900,24408459900,8618300,9885600,,23002021,6.5304E+11,22,BCA
2020-10-08T00:00:00,28775,28950,28950,29000,28550,28900,125,15476900,4.45778E+11,12438,16514.3,28900,1322700,28850,14600,24408459900,24408459900,24408459900,7821900,11182100,,1214658,34498937175,12,BCA
2020-10-09T00:00:00,28900,28750,28750,28875,28600,28875,-25,10850100,3.11785E+11,9306,16500,28875,971800,28800,2200,24408459900,24408459900,24408459900,7521500,6484700,,1308953,37655308750,13,BCA
2020-10-12T00:00:00,28875,29200,29200,29375,29150,29275,400,16583700,4.85145E+11,13116,16728.6,29275,917200,29225,113300,24408459900,24408459900,24408459900,6705000,12878700,,569339,16659187425,17,BCA
2020-10-13T00:00:00,29275,29200,29200,29300,28850,29275,0,9650100,2.81207E+11,10504,16728.6,29275,219100,29250,17600,24408459900,24408459900,24408459900,4521000,4224800,,123591,3616923125,13,BCA
2020-10-14T00:00:00,29275,29200,29250,29500,29050,29500,225,16623500,4.87617E+11,13026,16857.1,29500,279000,29425,100,24408459900,24408459900,24408459900,8038700,10733000,,89479,2617242275,11,BCA
2020-10-15T00:00:00,29500,29375,29350,29400,28800,28925,-575,16413400,4.78282E+11,13928,16528.6,28950,4900,28925,20200,24408459900,24408459900,24408459900,11724100,10665200,,2287839,65996356779,26,BCA
2020-10-16T00:00:00,28925,28925,28950,28950,28650,28800,-125,17810300,5.12908E+11,12021,16457.1,28800,1372900,28775,1300,24408459900,24408459900,24408459900,14389600,9906600,,14013922,4.04912E+11,28,BCA
2020-10-19T00:00:00,28800,28750,28725,29500,28550,29500,700,11374300,3.30373E+11,9857,16857.1,29500,2976000,29025,400,24408459900,24408459900,24408459900,6766300,7545000,,18525900,5.19163E+11,9,BCA
2020-10-20T00:00:00,29500,29400,29375,29400,28925,29025,-475,14999100,4.37116E+11,10539,16585.7,29050,51900,29000,18100,24408459900,24408459900,24408459900,10484100,10029800,,7917213,2.31055E+11,23,BCA
2020-10-21T00:00:00,29025,29300,29300,29325,28650,28900,-125,15588800,4.50171E+11,12552,16514.3,28900,676700,28850,600,24408459900,24408459900,24408459900,13481300,8579100,,2143394,62204918450,16,BCA
2020-10-22T00:00:00,28900,28700,28700,29000,28525,29000,100,19374500,5.57514E+11,12403,16571.4,29000,776900,28975,400,24408459900,24408459900,24408459900,15335800,13493900,,9976244,2.89488E+11,11,BCA
2020-10-23T00:00:00,29000,29200,29200,29200,28750,28850,-150,13265600,3.84429E+11,8614,16485.7,28875,800,28850,195700,24408459900,24408459900,24408459900,9825500,9982200,,884664,25447547700,14,BCA
2020-10-26T00:00:00,28850,28625,28775,29175,28625,29075,225,14090500,4.09072E+11,10065,16614.3,29100,56200,29075,2500,24408459900,24408459900,24408459900,9385900,11311500,,481402,13908397325,13,BCA
2020-10-27T00:00:00,29075,29075,29075,29150,28775,28950,-125,17896400,5.18667E+11,12510,16542.9,28950,771900,28900,400,24408459900,24408459900,24408459900,10246300,11183400,,1471574,42649800817,20,BCA
2020-11-02T00:00:00,28950,28800,28825,29125,28600,29100,150,30201300,8.73877E+11,14627,16628.6,29100,106400,29050,100,24408459900,24408459900,24408459900,25393200,26299000,,9979833,2.8836E+11,45,BCA
2020-11-03T00:00:00,29100,29200,29200,29475,29175,29450,350,15630400,4.58804E+11,11235,16828.6,29475,504400,29450,12900,24408459900,24408459900,24408459900,6582700,11299100,,7265086,2.10388E+11,33,BCA
2020-11-04T00:00:00,29450,29500,29500,29700,28925,29100,-350,15725200,4.61419E+11,11014,16628.6,29125,12100,29100,152600,24408459900,24408459900,24408459900,5027400,8270500,,6671622,1.93236E+11,21,BCA
2020-11-05T00:00:00,29100,29500,29500,30900,29500,30750,1650,32218000,9.72622E+11,23241,17571.4,30750,417900,30725,100,24408459900,24408459900,24408459900,7859500,24153500,,4238947,1.24246E+11,24,BCA
2020-11-06T00:00:00,30750,30800,30800,31500,30300,31500,750,27460700,8.52413E+11,23531,18000,31500,931300,31450,200,24408459900,24408459900,24408459900,8226200,17308000,,146634,4556007958,28,BCA
2020-11-09T00:00:00,31500,31500,31525,32000,31075,31425,-75,16547900,5.19994E+11,17775,17957.1,31425,211600,31400,27400,24408459900,24408459900,24408459900,6717200,7767000,,1622532,49982938897,18,BCA
2020-11-10T00:00:00,31425,31975,31950,33000,31900,32400,975,38214700,1.23661E+12,26044,18514.3,32400,61600,32375,53100,24408459900,24408459900,24408459900,13782700,31336900,,27295,865841850,27,BCA
2020-11-11T00:00:00,32400,32700,32650,32825,32400,32700,300,26276700,8.5871E+11,20822,18685.7,32700,34800,32650,2100,24408459900,24408459900,24408459900,7830900,22490600,,1374381,44623761880,33,BCA
2020-11-12T00:00:00,32700,32050,32050,32475,32025,32100,-600,16616500,5.34982E+11,15496,18342.9,32125,82200,32100,21100,24408459900,24408459900,24408459900,9403700,12172100,,1484994,48066472111,25,BCA
2020-11-13T00:00:00,32100,32100,32075,32250,31600,31950,-150,16474900,5.25288E+11,14893,18257.1,31950,49400,31900,7400,24408459900,24408459900,24408459900,10705200,11548500,,643901,20666439000,18,BCA
2020-11-16T00:00:00,31950,32425,32425,32425,31925,32400,450,10981000,3.53263E+11,10874,18514.3,32400,108600,32250,311500,24408459900,24408459900,24408459900,6601400,6766700,,4812566,1.54349E+11,28,BCA
2020-11-17T00:00:00,32400,32500,32500,32825,32450,32750,350,23956800,7.83552E+11,12774,18714.3,32750,619800,32725,11900,24408459900,24408459900,24408459900,9562300,21077900,,6038945,1.97517E+11,27,BCA
2020-11-18T00:00:00,32750,32750,32750,32875,32700,32850,100,19957800,6.55268E+11,9053,18771.4,32850,950200,32825,5300,24408459900,24408459900,24408459900,8906000,18264300,,98220,3214334460,39,BCA
2020-11-19T00:00:00,32850,32600,32600,33200,32575,33075,225,29469300,9.72689E+11,12555,18900,33075,58200,33050,3300,24408459900,24408459900,24408459900,9699100,27062300,,3823749,1.25806E+11,17,BCA
2020-11-20T00:00:00,33075,33200,33200,33250,32750,33000,-75,13693700,4.51449E+11,12724,18857.1,33000,1276900,32975,6900,24408459900,24408459900,24408459900,9563600,10078800,,12595661,4.12374E+11,20,BCA
2020-11-23T00:00:00,33000,33000,32975,33050,32750,33000,0,15053100,4.95982E+11,11542,18857.1,33000,738100,32975,6500,24408459900,24408459900,24408459900,6556500,10712100,,64722,2128521075,25,BCA
2020-11-24T00:00:00,33000,33000,33000,33000,32725,32825,-175,14469900,4.74998E+11,15558,18757.1,32825,913500,32800,34100,24408459900,24408459900,24408459900,8256700,8362600,,1789676,58560538750,16,BCA
2020-11-25T00:00:00,32825,32900,32900,32925,31900,32050,-775,34028100,1.0985E+12,36061,18314.3,32075,5100,32050,446600,24408459900,24408459900,24408459900,22164600,12085000,,1014003,33211308875,16,BCA
2020-11-26T00:00:00,32050,31750,31800,32450,31500,32400,350,12867800,4.12758E+11,12565,18514.3,32400,1463800,32350,300,24408459900,24408459900,24408459900,7483600,6018700,,372330,12007870992,13,BCA
2020-11-27T00:00:00,32400,32400,32425,32450,31900,31925,-475,17472300,5.59976E+11,17195,18242.9,31950,5300,31925,503100,24408459900,24408459900,24408459900,12333300,6238200,,13438497,4.34733E+11,32,BCA
2020-11-30T00:00:00,31925,31925,31925,32000,30675,31025,-900,78618300,2.45079E+12,29682,17728.6,31025,968500,31000,557600,24408459900,24408459900,24408459900,69499500,54238300,,532774,16918174889,21,BCA
2020-12-01T00:00:00,31025,31100,31100,32175,31100,31975,950,22912700,7.28755E+11,21071,18271.4,32000,3700,31975,291700,24408459900,24408459900,24408459900,13146500,10536600,,1035801,32514268963,17,BCA
2020-12-02T00:00:00,31975,32300,32325,32425,31700,32250,275,18779500,6.035E+11,15337,18428.6,32250,708100,32150,1400,24408459900,24408459900,24408459900,10941400,13075600,,422671,13514838850,8,BCA
2020-12-03T00:00:00,32250,32500,32525,32625,32125,32300,50,19642000,6.35994E+11,12774,18457.1,32325,23800,32300,200,24408459900,24408459900,24408459900,11242900,16399500,,1222793,39406552050,32,BCA
2020-12-04T00:00:00,32300,32300,32300,32325,31800,31950,-350,12999100,4.1596E+11,12386,18257.1,31975,35200,31950,169700,24408459900,24408459900,24408459900,9197000,8475000,,315349,10200234978,21,BCA
2020-12-07T00:00:00,31950,32500,32500,32900,32400,32600,650,19327200,6.29168E+11,13806,18628.6,32600,183300,32575,48400,24408459900,24408459900,24408459900,4779600,15869600,,17712,577267625,16,BCA
2020-12-08T00:00:00,32600,32600,32575,32600,32125,32450,-150,14112300,4.57906E+11,11380,18542.9,32450,525500,32425,37000,24408459900,24408459900,24408459900,6381900,10859400,,9350119,3.02957E+11,14,BCA
2020-12-10T00:00:00,32450,32950,32800,33000,32700,32875,425,30284100,9.95271E+11,16805,18785.7,32875,3326900,32850,69700,24408459900,24408459900,24408459900,11608000,28596900,,1222001,40094798000,15,BCA
2020-12-11T00:00:00,32875,33000,33000,33900,32975,33675,800,42832000,1.434E+12,19331,19242.9,33675,1153100,33650,16800,24408459900,24408459900,24408459900,16674000,35500100,,3118363,1.04053E+11,23,BCA
2020-12-14T00:00:00,33675,34000,34000,34150,33975,34100,425,35957100,1.22476E+12,15684,19485.7,34100,139100,34075,5800,24408459900,24408459900,24408459900,13003100,31905300,,17213698,5.73083E+11,29,BCA
2020-12-15T00:00:00,34100,34150,34150,34500,33025,33950,-150,32804900,1.11626E+12,16988,19400,33950,621000,33925,17800,24408459900,24408459900,24408459900,18594600,26016200,,2240059,76044554823,15,BCA
2020-12-16T00:00:00,33950,34300,34300,34750,34200,34750,800,27734800,9.58537E+11,13860,19857.1,34750,671300,34725,31400,24408459900,24408459900,24408459900,7728400,22306300,,1543715,52268906725,16,BCA
2020-12-17T00:00:00,34750,34825,34850,35000,34100,34675,-75,18384000,6.37266E+11,16643,19814.3,34700,64700,34675,44500,24408459900,24408459900,24408459900,12117400,14606100,,15283435,5.19759E+11,30,BCA
2020-12-18T00:00:00,34675,34675,34675,34675,33775,34000,-675,29447700,1.00455E+12,17189,19428.6,34025,7900,34000,3100,24408459900,24408459900,24408459900,20083800,21136100,,661421,22572108136,33,BCA
2020-12-21T00:00:00,34000,34450,34450,34450,34000,34150,150,18738500,6.41583E+11,11915,19514.3,34150,1000,34100,4800,24408459900,24408459900,24408459900,6118200,15745000,,1655925,56379345550,15,BCA
2020-12-22T00:00:00,34150,33700,33750,34100,33550,33575,-575,12358100,4.17056E+11,10976,19185.7,33575,13000,33550,20600,24408459900,24408459900,24408459900,4748900,6538700,,788488,26801985600,17,BCA
2020-12-23T00:00:00,33575,34525,34525,34525,33100,33625,50,15389600,5.19067E+11,13300,19214.3,33650,20500,33625,27300,24408459900,24408459900,24408459900,8302300,8048000,,9184049,3.13696E+11,11,BCA
2020-12-28T00:00:00,33625,33950,33900,34100,33300,33900,275,12046800,4.07873E+11,7804,19371.4,33925,80200,33900,405700,24408459900,24408459900,24408459900,3265500,7303800,,451728,15638348598,18,BCA
2020-12-29T00:00:00,33900,33875,33900,34050,33700,33825,-75,6842500,2.31658E+11,7524,19328.6,33850,1000,33825,219700,24408459900,24408459900,24408459900,3125100,5156300,,175646,5947634587,17,BCA
2020-12-30T00:00:00,33825,34000,33950,34000,33500,33850,25,10535100,3.57007E+11,11498,19342.9,33875,50400,33850,438500,24408459900,24408459900,24408459900,4860600,7722200,,2449776,82977683700,15,BCA
2021-01-04T00:00:00,33850,34000,34000,34275,33600,34175,325,9587400,3.26698E+11,10187,19528.6,34200,36500,34175,176800,24408459900,24408459900,24408459900,4439700,6547600,,126250,4283465394,12,BCA
2021-01-05T00:00:00,34175,34300,34300,35450,34250,35450,1275,20966200,7.33642E+11,21176,20257.1,35450,448100,35200,189400,24408459900,24408459900,24408459900,5928900,18143400,,118619,4042913935,21,BCA
2021-01-06T00:00:00,35450,35250,35325,35375,34400,34725,-725,17950700,6.26171E+11,15424,19842.9,34750,800,34725,46300,24408459900,24408459900,24408459900,11309300,11725500,,465313,16246913000,16,BCA
2021-01-07T00:00:00,34725,35000,35000,35250,34550,34825,100,14272000,4.97544E+11,10760,19900,34825,209800,34800,300,24408459900,24408459900,24408459900,10660200,11564700,,6481842,2.20806E+11,30,BCA
2021-01-08T00:00:00,34825,35175,35000,35400,34875,35250,425,15006700,5.28463E+11,12562,20142.9,35250,72600,35225,1400,24408459900,24408459900,24408459900,5063800,13056900,,230086,8050058686,14,BCA
2021-01-11T00:00:00,35250,35750,35750,36800,35725,36725,1475,33806900,1.23782E+12,20595,20985.7,36725,444700,36675,600,24408459900,24408459900,24408459900,13211500,30319200,,50917,1826203400,20,BCA
2021-01-12T00:00:00,36725,36725,36725,36900,35800,35800,-925,19047000,6.86686E+11,19754,20457.1,35825,5700,35800,116200,24408459900,24408459900,24408459900,7280900,10402800,,143154,5241852061,18,BCA
2021-01-13T00:00:00,35800,36225,36200,36375,35350,35600,-200,15316300,5.46485E+11,16636,20342.9,35600,226100,35575,2600,24408459900,24408459900,24408459900,8590100,8839900,,1132795,40867614657,24,BCA
2021-01-14T00:00:00,35600,35250,35325,35450,34975,35100,-500,17863900,6.2756E+11,19584,20057.1,35100,87700,35075,12300,24408459900,24408459900,24408459900,14230000,11152700,,1236384,43829827535,11,BCA
2021-01-15T00:00:00,35100,35475,35450,35500,34200,34775,-325,17970700,6.26141E+11,22464,19871.4,34800,14000,34775,451700,24408459900,24408459900,24408459900,11379600,9775500,,8133537,2.89077E+11,17,BCA
2021-01-18T00:00:00,34775,34775,34800,35625,34225,35600,825,17268600,6.10311E+11,16692,20342.9,35600,394700,35550,4600,24408459900,24408459900,24408459900,8231900,9938800,,636780,21383945900,15,BCA
2021-01-19T00:00:00,35600,35600,35600,35600,35025,35475,-125,14755400,5.22543E+11,12797,20271.4,35475,4339800,35450,1700,24408459900,24408459900,24408459900,10590900,10043300,,1368956,48425716700,19,BCA
2021-01-20T00:00:00,35475,35825,35825,36475,35350,35475,0,21443200,7.64275E+11,13375,20271.4,35500,800,35475,256900,24408459900,24408459900,24408459900,13152600,14310700,,45871,1631681131,19,BCA
2021-01-21T00:00:00,35475,36400,36375,36500,35300,35375,-100,13285600,4.72832E+11,11207,20214.3,35375,1089700,35350,25000,24408459900,24408459900,24408459900,10183500,8898100,,8067701,2.87279E+11,18,BCA
